"DienstreiseID","Reisestart","Reiseziel","Rueckkehrdatum","Bahn","Bus","Schiff","DienstKFZ","Bahncard","Flugzeug","PrivatKFZ_persönlicheG","MitfahrtBei","PrivatKFZ_triftigeG","Sonstige"
1,"Rostock","Pisa Italien","05.10.2018","Bl","O","m","m","®","Pl","U","U]","U","U]"
